sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K36me3_TDH_immune/samples/bcell/McGill0322/problems/chr10:18024675-38818835,0,1,2,4,44,2.85332324075606,3.25700213627286,20794160,1066642,0,0.693147180559945,1.09861228866811,1.6094379124341,3.80666248977032,1.34893595539174,1.44856518867179,16.8501827841081,13.8800268913557,-Inf,0,0.693147180559945,1.38629436111989,3.78418963391826,1.04848436436108,1.1808071821959,16.8501827360177,13.8800259538345,,-Inf,-0.366512920581664,0.326634259978281,1.33083176460578,0.047345658860551,0.166198257328548,2.82436150160709,2.63045082494971
H3K36me3_TDH_immune/samples/bcell/McGill0322/problems/chr10:51448845-125869472,0,1,2,4,43,2.98937443781547,3.44731169650207,74420627,3980588,0,0.693147180559945,1.09861228866811,1.6094379124341,3.78418963391826,1.38363443610772,1.49229980048268,18.1252437194389,15.1969403562609,-Inf,0,0.693147180559945,1.38629436111989,3.76120011569356,1.09506414739152,1.23759470888961,18.1252437060018,15.1969401050418,,-Inf,-0.366512920581664,0.326634259978281,1.32473808618053,0.0908129436453084,0.213169744968299,2.89730564649872,2.72109409870805
H3K36me3_TDH_immune/samples/bcell/McGill0322/problems/chr11:96437584-134946516,0,1,2,4,52,2.76341068092982,3.28380706012599,38508932,1909826,0,0.693147180559945,1.09861228866811,1.6094379124341,3.97029191355212,1.32532564223083,1.45484211425243,17.4664007983182,14.4625232200043,-Inf,0,0.693147180559945,1.38629436111989,3.95124371858143,1.01646567077366,1.18900343838008,17.4664007723502,14.4625226963966,,-Inf,-0.366512920581664,0.326634259978281,1.37403039481696,0.0163315815274531,0.173115509529592,2.86027907958597,2.6715606618459
H3K36me3_TDH_immune/samples/bcell/McGill0322/problems/chr12:7239876-34856694,0,1,2,4,69,3.21609535175269,3.52280327545246,27616818,1583133,0,0.693147180559945,1.09861228866811,1.6094379124341,4.24849524204936,1.43890942762294,1.50913199528769,17.1339355291463,14.2749169846805,-Inf,0,0.693147180559945,1.38629436111989,4.23410650459726,1.16816800005402,1.2592570577354,17.1339354929365,14.2749163530218,,-Inf,-0.366512920581664,0.326634259978281,1.44317232700123,0.155436709725369,0.230521910341355,2.84106102867755,2.65850389584167
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:18024675-38818835,0,1,2,4,59,3.30570943957342,3.98483596634442,20794160,1192290,0,0.693147180559945,1.09861228866811,1.6094379124341,4.0943445622221,1.4599419186286,1.60640049742495,16.8501827841081,13.9913872243299,-Inf,0,0.693147180559945,1.38629436111989,4.07753744390572,1.19565110672012,1.38249614862067,16.8501827360177,13.9913863856082,,-Inf,-0.366512920581664,0.326634259978281,1.40549323852561,0.17869089618162,0.323890668602639,2.82436150160709,2.63844188209544
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,0,1,2,4,75,3.39166639915571,4.23399655347166,74420627,4349721,0,0.693147180559945,1.09861228866811,1.6094379124341,4.33073334028633,1.479708744846,1.65517514561933,18.1252437194389,15.2856224929767,-Inf,0,0.693147180559945,1.38629436111989,4.31748811353631,1.22132136378754,1.44314635869998,18.1252437060018,15.2856222630769,,-Inf,-0.366512920581664,0.326634259978281,1.46267377794546,0.199933357703448,0.366825701328908,2.89730564649872,2.72691266521593
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,0,1,2,4,53,2.97198569412416,3.88816281517705,38508932,1986162,0,0.693147180559945,1.09861228866811,1.6094379124341,3.98898404656427,1.37926614449571,1.58681653047516,17.4664007983182,14.501715194741,-Inf,0,0.693147180559945,1.38629436111989,3.97029191355212,1.08923031329216,1.35793676205295,17.4664007723502,14.5017146912575,,-Inf,-0.366512920581664,0.326634259978281,1.37883962185791,0.0854713122162465,0.30596646108091,2.86027907958597,2.67426689700449
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,0,1,2,4,94,3.31993642424699,3.96069159265435,27616818,1585723,0,0.693147180559945,1.09861228866811,1.6094379124341,4.55387689160054,1.46324068553824,1.60154516501971,17.1339355291463,14.2765516433346,-Inf,0,0.693147180559945,1.38629436111989,4.54329478227,1.19994563342185,1.37641865462748,17.1339354929365,14.2765510127076,,-Inf,-0.366512920581664,0.326634259978281,1.51365247181064,0.18227625028584,0.319484948051524,2.84106102867755,2.65861840201865
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,0,0,1,3,95,2.6454780573007,4.63217019843426,20794160,719624,0,0,0.693147180559945,1.38629436111989,4.56434819146784,1.29348751112696,1.72849483829158,16.8501827841081,13.4864855219781,-Inf,-Inf,0,1.09861228866811,4.55387689160054,0.972851788979023,1.5330254836445,16.8501827360177,13.4864841323645,,,-Inf,0.0940478276166991,1.51597893425036,-0.0275235321611412,0.427243223133438,2.82436150160709,2.60168800855314
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,0,0,1,3,90,2.72784685084688,4.81463576667247,74420627,2661041,0,0,0.693147180559945,1.38629436111989,4.51085950651685,1.31583081519809,1.76037814715116,18.1252437194389,14.7942283333753,-Inf,-Inf,0,1.09861228866811,4.49980967033027,1.00351259868644,1.57166039683793,18.1252437060018,14.7942279575826,,,-Inf,0.0940478276166991,1.50403510039963,0.00350644392027423,0.452132638122777,2.89730564649872,2.69423710183313
