sequenceID,min.log.lambda,max.log.lambda
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr10:18024675-38818835,8.59253127707911,11.4090304405442
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr11:69774695-87688378,7.83982714920621,11.9905714772528
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr12:145739-7189876,10.0789170276925,12.3117258419753
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr14:19050000-107289540,8.19431525945365,10.8075974096547
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr16:46510000-88389383,6.87261839591241,Inf
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr1:206482221-223747846,7.52381855972042,9.57897487712662
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr3:60000-66170270,8.66820489734835,10.1513599316787
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr4:75452279-190000000,10.1980586666427,12.199803893649
ATAC_JV_adipose/samples/AC1/MSC77/problems/chrX:37148256-49242997,9.73356180713216,11.0922145126966
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr10:18024675-38818835,8.40042939007167,11.0777203956456
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr11:69774695-87688378,6.91648436603162,9.319608012647
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr12:145739-7189876,9.75966670138763,12.0961540286745
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr14:19050000-107289540,7.46335672104711,8.66157414197301
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr16:46510000-88389383,7.1461329143304,9.30754743344685
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr1:206482221-223747846,7.45486065813138,9.69990334613215
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr4:75452279-190000000,10.2703950543908,12.032879682609
ATAC_JV_adipose/samples/AC1/MSC80/problems/chrX:37148256-49242997,9.12576050945322,10.9342554188211
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr10:18024675-38818835,9.03948633972204,10.8366589606457
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr11:69774695-87688378,7.44586239495663,12.0284634838155
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr12:145739-7189876,11.1054460326076,11.6498718372972
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr14:19050000-107289540,7.72948356892338,10.6590568317824
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr16:46510000-88389383,7.43646719441633,10.2317834065854
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr3:60000-66170270,8.38072567875367,10.4769499547716
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr4:75452279-190000000,10.8055681119788,12.0237199500288
ATAC_JV_adipose/samples/AC1/MSC83/problems/chrX:37148256-49242997,9.01069299363344,11.5757819016731
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr10:18024675-38818835,10.3668976154273,11.6632090827356
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr11:69774695-87688378,7.76490001790802,12.1520503304646
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr12:145739-7189876,10.0375651511092,12.6879633955795
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr14:19050000-107289540,7.86645745608409,11.8772494350987
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr16:46510000-88389383,8.50922898838288,10.318121994634
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr1:206482221-223747846,7.58715961261013,10.0185670025527
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr3:60000-66170270,8.85760734763406,10.422808017226
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr4:75452279-190000000,9.91354048144932,11.8666182584752
ATAC_JV_adipose/samples/AC1/MSC91/problems/chrX:37148256-49242997,9.609117077427,11.2949340372975
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:18024675-38818835,9.06576323721351,10.4648067484157
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:51448845-125869472,8.39992980454967,11.1302138084905
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr11:69774695-87688378,7.84677395668797,9.60458865000009
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:145739-7189876,9.93392655061814,11.8502650167331
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:66500000-109373470,7.44289152163183,10.4605579309277
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr14:19050000-107289540,7.58307680318136,9.98276446365579
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr16:46510000-88389383,8.14489718153681,Inf
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:206482221-223747846,7.04184322856383,8.77620350470325
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:521368-2634220,8.78836993947113,9.96925403063546
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr22:20700000-50364777,8.6575484845435,9.13932642988822
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr2:162200000-234003741,7.98164473303564,9.99915021717862
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr3:60000-66170270,8.43972477046465,9.33711952391312
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr4:75452279-190000000,8.84035960820883,11.4805559365569
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr6:60000-58087659,9.30533462777662,10.2532613873831
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:48135599-86500000,8.38250532779402,11.1154478177427
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:87000000-142766515,7.67758194376818,10.1661058250371
ATAC_JV_adipose/samples/AC2/MSC70/problems/chrX:37148256-49242997,8.50584110969415,10.6134859282323
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:18024675-38818835,7.93145740772573,10.7798800888479
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:51448845-125869472,8.64812874369191,11.1424105013955
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr11:69774695-87688378,7.43352158914874,9.65146250459593
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:145739-7189876,9.68560524416374,11.7837123788242
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:66500000-109373470,7.82208319571185,10.3346561073488
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr14:19050000-107289540,7.61265735825483,10.7549005034398
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr16:46510000-88389383,8.38395601277953,9.52641477740929
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:206482221-223747846,6.74945923848336,8.43304138169283
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:521368-2634220,8.57145481703624,9.41564843316988
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr22:20700000-50364777,7.7205108054791,8.72063836212117
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr2:162200000-234003741,7.74987826106827,9.9884335254548
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr3:60000-66170270,8.27176467368619,9.49309477226106
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr4:75452279-190000000,9.27854040904859,11.92253388721
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr6:60000-58087659,9.01837982141188,9.95261778501839
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr8:48135599-86500000,7.80516857338113,11.1960138335283
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr8:87000000-142766515,8.68717209272175,10.7994045208203
ATAC_JV_adipose/samples/AC2/MSC72/problems/chrX:37148256-49242997,8.18585831992773,10.8031532459812
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr10:18024675-38818835,8.42684683661201,10.3495293077247
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr10:51448845-125869472,8.75674532411437,11.0192648866058
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr11:69774695-87688378,8.91798609444998,9.52189960274692
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr12:145739-7189876,10.1212345756339,11.7156011900392
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr12:66500000-109373470,7.99834309284712,10.2282570004274
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr14:19050000-107289540,8.4278510024687,10.0434710096185
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr16:46510000-88389383,5.50931560762935,6.74859179847542
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr1:206482221-223747846,7.25462002538847,8.9962008550089
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr1:521368-2634220,8.86447622214908,9.76924147610493
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr22:20700000-50364777,8.32224693613912,8.52236775865535
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr2:162200000-234003741,7.71348593808684,9.41018277730466
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr3:60000-66170270,8.02197331441427,9.38100900276705
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr4:75452279-190000000,9.26371680332844,11.6741785807342
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr6:60000-58087659,8.56689149418285,9.96004988692966
